id,time,possibility,TRMSE,area,CLength
2301,30,0.8256583268892211,124.29704344634644,1210.75241307915,0.941773231234118
2303,30,0.3038395115565269,14.351941054892652,205.661911906791,0.898044176030072
2304,30,0.4017511807655965,19.859216874282378,0.00343439889734221,0.951320074590328
2305,30,0.32382189598859695,54.81767840049843,4396.3298163872,0.625871667319591
2306,30,0.1986938202707537,52.871918751197256,4.99332743230426,0.986648855717518
2307,30,0.43956481556087446,34.5888283248373,5146.62562651375,0.0
2308,30,0.3193691932488741,14.517436555469283,0.00704861896688924,0.992379241005836
2309,30,0.2238531709229642,14.373654762622742,0.17227351770136,0.935249617562231
2310,30,0.2933214774422638,23.230982455388826,86.8121670526151,0.868723582471758
2311,30,0.16527663434338305,25.72399347362154,3336.0627934978,0.0
2312,30,0.17619768817886172,19.756889497205044,3074.61700414878,0.271972311206345
2315,30,0.4550382219101287,55.59644558091221,0.0028486860460113,0.719684671281227
2316,30,0.24072655340563986,60.6394117123575,4885.09186179526,0.676793612600139
2317,30,0.1479635952081644,64.42291720908884,4971.4815918878,0.826310259037933
2318,30,0.29249250628778056,63.19427081203907,5335.4543829081,0.739375388522349
2319,30,0.8900517727363099,16.795763920512357,0.000465906439671926,0.942594837408776
2320,30,0.3263002964491749,39.195041598856385,0.176337216135835,0.925698625317646
2321,30,0.24030584804187735,40.033015204599785,515.212665782983,0.387429703211627
2322,30,0.7699820854642768,26.29813760440619,109.915385701803,0.769558078693933
2323,30,0.2132231601320378,34.593372628271936,0.65723466682482,0.959274078014302
2326,30,0.9367006638054167,6.924148930488669,3698.87904784493,0.293687237348187
2327,30,0.8955969012630012,38.18727949235759,21.1106632991027,0.930667173043233
2328,30,0.3292209228179277,15.285904851664881,1.32372255268545,0.948621850815635
2330,30,0.33374036822816383,13.20206639259452,1481.61560484113,0.634115914293977
2331,30,0.3132042473167486,27.928951929933138,8.16895235486188,0.952520524829232
2332,30,0.18151689837101984,20.45112484950984,320.093123721184,0.869557170753312
2333,30,0.27588604313183784,44.507750140411616,3741.80817879047,0.702705139521997
2335,30,0.7013610830591461,299.0810429472893,31644.4556326137,0.129469908613626
2336,30,0.49602787020116607,36.8139619334194,0.00623440741434322,0.813278303696748
2337,30,0.47546529126750836,69.70752232663918,0.00360479461568275,0.884998041029363
2338,30,0.8028268005050995,30.94358416472411,48.3900968569134,0.817248255103223
2339,30,0.6388739435901573,15.650939292633042,0.382759453456913,0.824908218716124
2340,30,0.47972101198635664,65.96022059964567,11.8836835010769,0.76395313547981
2341,30,0.30466531978422867,38.87150091547245,9093.85482136752,0.468990583609218
2342,30,0.2368879604910577,97.23517745809151,10408.605685857,0.411789870705969
2343,30,0.44632141822410654,69.50396182070183,117.197938632525,0.725019130928329
2344,30,0.7824293424750653,3.842101806351522,0.00409243772037993,0.854905774491524
2345,30,0.7800600417069904,37.19967332588086,15017.5462683381,0.0237351101093536
2346,30,0.21109442977781606,23.165053885834567,5724.26564497793,0.580848835125873
2347,30,0.19017348754065538,57.42159756257366,6440.53484593876,0.469454064318133
2348,30,0.27541970382289216,65.85359205670139,178.093999265184,0.880004146012941
2349,30,0.3087201211713636,48.26995402856918,12041.2012360117,0.114613086460716
2350,30,0.20955838271237642,90.11182156341467,11102.7583120648,0.638800754939855
2351,30,0.2953509713285323,97.63550211298505,12270.3320297426,0.0
2352,30,0.3597659570251791,53.95818463515611,7772.76156703549,0.570561107244612
2353,30,0.6917944959575719,44.887230113973374,115.59759744801,0.958853221618579
2354,30,0.3759825419353352,58.512199001585905,14571.3027893003,0.404922765864942
2355,30,0.7186035341184082,35.198230198084445,9.20275411284149,0.970817431601119
